SRX,index,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_description,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_laboratory,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX259105,GSM1112490,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 10,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259105,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997282,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112490/suppl/GSM1112490_16cell_1-10_expression.txt.gz,,GSM1112490,,16C
SRX259106,GSM1112491,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 11,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259106,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997283,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112491/suppl/GSM1112491_16cell_1-11_expression.txt.gz,,GSM1112491,,16C
SRX259107,GSM1112492,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 12,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259107,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997284,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112492/suppl/GSM1112492_16cell_1-12_expression.txt.gz,,GSM1112492,,16C
SRX259108,GSM1112493,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 13,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259108,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997285,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112493/suppl/GSM1112493_16cell_1-13_expression.txt.gz,,GSM1112493,,16C
SRX259109,GSM1112494,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 14,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259109,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997286,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112494/suppl/GSM1112494_16cell_1-14_expression.txt.gz,,GSM1112494,,16C
SRX259110,GSM1112495,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 15,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259110,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997287,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112495/suppl/GSM1112495_16cell_1-15_expression.txt.gz,,GSM1112495,,16C
SRX259111,GSM1112496,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 2,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259111,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997288,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112496/suppl/GSM1112496_16cell_1-2_expression.txt.gz,,GSM1112496,,16C
SRX259112,GSM1112497,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 3,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259112,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997289,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112497/suppl/GSM1112497_16cell_1-3_expression.txt.gz,,GSM1112497,,16C
SRX259113,GSM1112498,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 4,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259113,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997290,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112498/suppl/GSM1112498_16cell_1-4_expression.txt.gz,,GSM1112498,,16C
SRX259114,GSM1112499,Public on Jan 10 2014,Apr 02 2013,May 15 2019,SRA,1,16-cell stage blastomere,Mus musculus,strain: CAST/EiJ(mother) x C57BL/6J(father),cross: first generation cross,developmental stage: 16-cell stage blastomere,,polyA RNA,We used lysis buffer of the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,We used the kit 'SMARTer Ultra Low Input RNA for Illumina Sequencing' from Clontech,10090,16-cell stage embryo 1 cell 5,"For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates",Non-uniquely mapped reads were removed,"Rpkmforgenes (available at http://sandberg.cmb.ki.se/rnaseq/), options -readcount -fulltranscript -mRNAnorm -rmnameoverlap -u, was used to generate RPKM values and read counts. We used a file with unique positions from Storvall et al. 2013 PLOS ONE.","For allelic ratios, we aligned using gsnap version 2012-07-20, with tolerance for known SNP positions",We used samtools mpileup to extract allelic counts,Genome_build: mm9,Supplementary_files_format_and_content: gene expression values (tab-delimited text),GPL13112,"Daniel,,Ramsköld",daniel.ramskold@ki.se,"Rickard Sandberg's group (rickard.sandberg@ki.se)  (2008-2014, 2018-); Rheumatology unit (2014-2018)",Karolinska Institutet,Nobels väg 3,Stockholm,17177,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX259114,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01997291,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112499/suppl/GSM1112499_16cell_1-5_expression.txt.gz,,GSM1112499,,16C
